ID,Nombre,Texto,Velocidad
36,bbs5_es-line8-line9,"Descubrí que me gustaba la lectura, incluso pienso que me volví un poco adicto. Empecé a sentirme desnudo sin un libro en las manos.",1
37,bbs5_es-line10,Pero me encantaban las historias.,1
38,bbs6_es-line1,Eso fue lo que era mi vida.,1
39,bbs6_es-line2-line3-line4-line5,"Se volvió cada vez más difícil distinguir un día del otro, difiriendo únicamente en el libro que leía y el clima afuera. Se sentía como si el tiempo se desdibujara en algún tipo de masa gelatinosa en la que me encontraba atrapado, en lugar de moviéndome dentro de ella.",1
40,bbs6_es-line6,Una semana podía ir y venir sin que yo me diera cuenta realmente.,1
41,bbs6_es-line7-line8,"Algunas veces, me detenía al darme cuenta de que no sabía qué día de la semana era.",1
42,bbs6_1_es-line1-line2-line3,"Pero otras veces, todo lo que me rodeaba colapsaba dolorosamente hacia mi consciencia, a través de la barrera de indiferencia que había erguido para mí.",1
43,bbs6_1_es-line4-line5-line6-line7,"Las páginas de mi libro comenzaban a cobrar filo y a arder, la pesadez en mi pecho se hacía tan difícil de soportar que debía dejar el libro de lado y solo recostarme por un rato, mirando al techo como si fuera a llorar.",1
44,bbs6_1_es-line8,Pero eso pasaba en raras ocasiones.,1
45,bbs6_1_es-line9,Y no podía siquiera llorar.,1
46_bbsQuit,,,
47,,"Hoy el doctor entra y me da una gran sonrisa. Parece entusiasmado, pero no mucho. Es como si estuviera esforzándose por verse feliz por mí.",1
48,,Mis padres están aquí. Han sido algunos días desde que los vi por última vez. Incluso los dos parecen estar vestidos para la ocasión. ¿Acaso se supone que esto es alguna clase de evento especial? No es una fiesta.,1
49,,"Hay un ritual que el jefe de cardiología tiene. Se toma su tiempo ordenando sus papeles, luego los pone a un lado como si quisiera enfatizar la inutilidad de lo que acaba de hacer.",1
50,,Entonces casualmente se sienta a la orilla de la cama a mi lado. Me ve a los ojos por un momento.,1
51,Doctor,"""Hola, Hisao. ¿Cómo estás hoy?""",1
52,,"No le respondo, pero le devuelvo una pequeña sonrisa.",1
53,Doctor,"""Creo que puedes irte a casa; tu corazón es más fuerte ahora, y con un poco de precauciones, deberías de estar bien.""",1
54,Doctor,"""Ya tenemos todos tus medicamentos en orden. Le daré la receta a tu padre.""",1
55,,"El doctor le da una hoja de papel a mi papá, cuya expresión se convierte en piedra mientras la lee rápidamente.",1
56,Papá,"""Son tantos…""",1
57,,"La tomo de su mano y le echo un vistazo, sintiéndome entumido. ¿Cómo se supone que deba reaccionar a esto?",1
58_sliderText,,,
59_wait,,,
60,,La absurdamente larga lista de medicamentos mirándome de vuelta desde el papel parece insuperable. Todos ellos entremezclándose en un mar de letras.,1
61,,Esto es una locura,1
62,,"Efectos secundarios, efectos adversos, contraindicaciones y dosis se encuentran listadas línea tras línea con fría precisión.",1
63,,"Intento leerlas, pero es tan inútil.",1
64,,No puedo entender nada de esto. Solo intentarlo me hace sentir más enfermo.,1
65,,"Todo esto… ¿por el resto de mi vida, todos los días?",1
66_bbIn,,,1
67_sTQuit,,,
68_bbOut,,,
69,Doctor,"""Me temo que esto es lo mejor que podemos hacer en este momento.""",1
70,Doctor,"""Sin embargo, nuevos medicamentos siempre están siendo desarrollados, así que no me sorprendería ver esa lista disminuir a través de los años.""",1
71,,Años… ¿Qué clase de aliento es eso? Me hubiera sentido mejor si él no hubiera dicho nada en absoluto…,1
72,Doctor,"""Además, he charlado con tus padres y creemos que sería lo mejor si no regresaras a tu antigua escuela.""",1
73,,¿¡Qué!?,1
74,Papá,"""Por favor, tranquilízate, Hisao. Escucha lo que el doctor tiene que decir…""",1
75,,¿Tranquilizarme? La forma en que lo dice me da a entender que sabía por completo que no me agradaría. ¿Seré acaso educado en casa?,1
76,,"Lo que sea que mi preocupación muestra, es ignorado.",1
77,Doctor,"""Todos entendemos que tu educación es primordial; sin embargo, no pienso que sea prudente que te encuentres sin supervisión.""",1
78,Doctor,"""Al menos no hasta que nos aseguremos de que tu medicamento es adecuado.""",1
79,Doctor,"""Así que, he hablado con tus padres acerca de una transferencia.""",1
80,Doctor,"""Es una escuela llamada Academia Yamaku que se especializa en el trato con estudiantes discapacitados.""",1
81,,¿Discapacitado? ¿Qué? Acaso soy…,1
82,Doctor,"""Tiene personal de enfermería las 24 horas y está a solo unos minutos de un hospital general de gran prestigio. La mayoría de los estudiantes viven en el campus.""",1
83,Doctor,"""Piénsalo como un tipo de internado. Está diseñado para dar a los estudiantes un cierto grado de independencia, mientras se mantiene ayuda cercana.""",1
84,,¿Independencia? Es una escuela para muchachos discapacitados. No trate de ocultar ese hecho.,1
85,,"Si fuese realmente “libre”, no habría personal de enfermería las 24 horas, y usted no haría del hospital cercano un gancho de venta.",1
86,Papá,"""Por supuesto, eso es solo si tú quieres ir. Pero… tu madre y yo no somos capaces de educarte en casa.""",1
87,Papá,"""Fuimos allá y vimos el lugar hace un par de semanas; pienso que te gustaría.""",1
88,,Parece que en verdad no tengo opción.,1
89,Doctor,"""Comparado con otros problemas cardiacos, gente con tu condición tiende a vivir vidas largas. Necesitarás un trabajo algún día y esta es una buena oportunidad para continuar tu educación.""",1
90,,"Esto no es una oportunidad, no la llame una oportunidad. No la llame una maldita oportunidad.",1
91,Doctor,"""Bueno, deberías estar entusiasmado por la oportunidad de volver a la escuela. Recuerdo que querías volver a ella, y si bien no es la misma…""",1
92,,Una escuela especial. Eso es…,1
93,,Un insulto. Eso es lo que quiero decir. Es un paso atrás.,1
94,Papá,"""No es lo que piensas. Todos los estudiantes ahí son bastante activos, en su propio modo.""",1
95,Papá,"""Está dirigida a estudiantes que todavía pueden moverse y aprender, pero solo necesitan un poco de ayuda… de alguna forma u otra.""",1
96,Doctor,"""Tu padre está en lo correcto. Y muchos de los graduados de esa escuela han llegado a hacer cosas asombrosas. Una persona no tiene que ser frenada por su discapacidad.""",1
97,Doctor,"""Uno de mis colegas en otro hospital es un graduado.""",1
98,,No me importa. ¿Una persona no tiene que ser frenada por su discapacidad? Eso es lo que una discapacidad es.,1
99,,Realmente odio que algo tan importante haya sido decidido por mí. Pero ¿qué puedo hacer al respecto? Una vida “normal” es ahora imposible.,1
100,,"Es gracioso, siempre había pensado que mi vida era un poco aburrida, pero ahora la extraño.",1
101,,"Quiero protestar. Quiero culpar de esta falta de reacción al estado de shock, o fatiga. Podría fácilmente gritar algo en este momento; algo sobre cómo puedo regresar a la escuela en cualquier caso. Pero, no.",1
102,,No digo nada. El hecho es que ahora sé que es inútil.,1
103,,"Veo alrededor de la habitación, sintiéndome muy cansado de todo esto. El hospital, los doctores, mi condición, todo. No veo nada que me pueda hacer sentir diferente.",1
104,,"En realidad no hay ninguna opción. Esto lo sé, pero el pensar que iré a una escuela para discapacitados… ¿y cómo se supone que son esas? Por más que trate de verle el lado positivo, es muy difícil.",1
105,,Pero permítanme intentar.,1
106,,Un borrón y cuenta nueva no es algo malo.,1
107,,"Eso es en todo lo que puedo pensar para salir de esto. Al menos todavía tengo algo; incluso si es una “escuela especial”, es algo. Es un nuevo inicio, y mi vida no ha terminado. Sería un error simplemente resignarme a pensar eso.",1
108,,"Por lo menos, trataré de ver cómo será mi nueva vida.",1
109_wbIn,,,
110_cambio,,,
